Year,Year_Ceremony,Ceremony,Category_Globes,Film,Nominee,Win_Globe,Song_Title,Country
2022,2023,80,"Best Performance by an Actress in a Limited Series, Anthology Series or a Motion Picture Made for Television",Inventing Anna,Julia Garner,FALSE,,
2022,2023,80,"Best Performance by an Actress in a Limited Series, Anthology Series or a Motion Picture Made for Television",Pam & Tommy,Lily James,FALSE,,
2022,2023,80,"Best Performance by an Actress in a Limited Series, Anthology Series or a Motion Picture Made for Television",Gaslit,Julia Roberts,FALSE,,
2022,2023,80,"Best Performance by an Actress in a Limited Series, Anthology Series or a Motion Picture Made for Television",The Dropout,Amanda Seyfried,TRUE,,
2022,2023,80,Best Performance by an Actress in a Motion Picture - Drama,Tár,Cate Blanchett,TRUE,,
2022,2023,80,Best Performance by an Actress in a Motion Picture - Drama,Empire of Light,Olivia Colman,FALSE,,
2022,2023,80,Best Performance by an Actress in a Motion Picture - Drama,The Woman King,Viola Davis,FALSE,,
2022,2023,80,Best Performance by an Actress in a Motion Picture - Drama,Blonde,Ana de Armas,FALSE,,
2022,2023,80,Best Performance by an Actress in a Motion Picture - Drama,The Fabelmans,Michelle Williams,FALSE,,
2022,2023,80,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Mrs. Harris Goes to Paris,Lesley Manville,FALSE,,
2022,2023,80,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Babylon,Margot Robbie,FALSE,,
2022,2023,80,Best Performance by an Actress in a Motion Picture - Musical or Comedy,The Menu,Anya Taylor-Joy,FALSE,,
2022,2023,80,Best Performance by an Actress in a Motion Picture - Musical or Comedy,"Good Luck to You, Leo Grande",Emma Thompson,FALSE,,
2022,2023,80,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Everything Everywhere All at Once,Michelle Yeoh,TRUE,,
2022,2023,80,"Best Performance by an Actress in a Supporting Role in a Limited Series, Anthology Series or Motion Picture Made for Television",The White Lotus,Jennifer Coolidge,FALSE,,
2022,2023,80,"Best Performance by an Actress in a Supporting Role in a Limited Series, Anthology Series or Motion Picture Made for Television",Fleishman Is in Trouble,Claire Danes,FALSE,,
2022,2023,80,"Best Performance by an Actress in a Supporting Role in a Limited Series, Anthology Series or Motion Picture Made for Television",Under the Banner of Heaven,Daisy Edgar-Jones,FALSE,,
2022,2023,80,"Best Performance by an Actress in a Supporting Role in a Limited Series, Anthology Series or Motion Picture Made for Television",Monster: The Jeffrey Dahmer Story,Niecy Nash-Betts,FALSE,,
2022,2023,80,"Best Performance by an Actress in a Supporting Role in a Limited Series, Anthology Series or Motion Picture Made for Television",The White Lotus,Aubrey Plaza,FALSE,,
2022,2023,80,Best Performance by an Actress in a Supporting Role in any Motion Picture,Black Panther: Wakanda Forever,Angela Bassett,TRUE,,
2022,2023,80,Best Performance by an Actress in a Supporting Role in any Motion Picture,The Banshees of Inisherin,Kerry Condon,FALSE,,
2022,2023,80,Best Performance by an Actress in a Supporting Role in any Motion Picture,Everything Everywhere All at Once,Jamie Lee Curtis,FALSE,,
2022,2023,80,Best Performance by an Actress in a Supporting Role in any Motion Picture,Triangle of Sadness,Dolly de Leon,FALSE,,
2022,2023,80,Best Performance by an Actress in a Supporting Role in any Motion Picture,She Said,Carey Mulligan,FALSE,,
2022,2023,80,Best Performance by an Actress In A Television Series - Drama,House of the Dragon,Emma d'Arcy,FALSE,,
2022,2023,80,Best Performance by an Actress In A Television Series - Drama,Ozark,Laura Linney,FALSE,,
2022,2023,80,Best Performance by an Actress In A Television Series - Drama,The Crown,Imelda Staunton,FALSE,,
2022,2023,80,Best Performance by an Actress In A Television Series - Drama,Alaska Daily,Hilary Swank,FALSE,,
2022,2023,80,Best Performance by an Actress In A Television Series - Drama,Euphoria,Zendaya,TRUE,,
2022,2023,80,Best Performance by an Actress in a Television Series - Musical or Comedy,Abbott Elementary,Quinta Brunson,TRUE,,
2022,2023,80,Best Performance by an Actress in a Television Series - Musical or Comedy,The Flight Attendant,Kaley Cuoco,FALSE,,
2022,2023,80,Best Performance by an Actress in a Television Series - Musical or Comedy,Only Murders in the Building,Selena Gomez,FALSE,,
2022,2023,80,Best Performance by an Actress in a Television Series - Musical or Comedy,Wednesday,Jenna Ortega,FALSE,,
2022,2023,80,Best Performance by an Actress in a Television Series - Musical or Comedy,Hacks,Jean Smart,FALSE,,
2022,2023,80,Best Screenplay - Motion Picture,Tár,Todd Field,FALSE,,
2022,2023,80,Best Screenplay - Motion Picture,Everything Everywhere All at Once,Daniel Kwan,FALSE,,
2022,2023,80,Best Screenplay - Motion Picture,Everything Everywhere All at Once,Daniel Scheinert,FALSE,,
2022,2023,80,Best Screenplay - Motion Picture,The Banshees of Inisherin,Martin McDonagh,TRUE,,
2022,2023,80,Best Screenplay - Motion Picture,Women Talking,Sarah Polley,FALSE,,
2022,2023,80,Best Screenplay - Motion Picture,The Fabelmans,Steven Spielberg,FALSE,,
2022,2023,80,Best Screenplay - Motion Picture,The Fabelmans,Tony Kushner,FALSE,,
2022,2023,80,"Best Television Limited Series, Anthology Series or Motion Picture Made for Television",Black Bird,,FALSE,,
2022,2023,80,"Best Television Limited Series, Anthology Series or Motion Picture Made for Television",Monster: The Jeffrey Dahmer Story,,FALSE,,
2022,2023,80,"Best Television Limited Series, Anthology Series or Motion Picture Made for Television",The Dropout,,FALSE,,
2022,2023,80,"Best Television Limited Series, Anthology Series or Motion Picture Made for Television",Pam & Tommy,,FALSE,,
2022,2023,80,"Best Television Limited Series, Anthology Series or Motion Picture Made for Television",The White Lotus,,TRUE,,
2022,2023,80,Best Television Series - Drama,Better Call Saul,,FALSE,,
2022,2023,80,Best Television Series - Drama,The Crown,,FALSE,,
2022,2023,80,Best Television Series - Drama,House of the Dragon,,TRUE,,
2022,2023,80,Best Television Series - Drama,Ozark,,FALSE,,
2022,2023,80,Best Television Series - Drama,Severance,,FALSE,,
2022,2023,80,Best Television Series - Musical or Comedy,Abbott Elementary,,TRUE,,
2022,2023,80,Best Television Series - Musical or Comedy,The Bear,,FALSE,,
2022,2023,80,Best Television Series - Musical or Comedy,Hacks,,FALSE,,
2022,2023,80,Best Television Series - Musical or Comedy,Only Murders in the Building,,FALSE,,
2022,2023,80,Best Television Series - Musical or Comedy,Wednesday,,FALSE,,
2022,2023,80,Best Performance by an Actress in a Supporting Role in a Musical-Comedy or Drama Television Series,The Crown,Elizabeth Debicki,FALSE,,
2022,2023,80,Best Performance by an Actress in a Supporting Role in a Musical-Comedy or Drama Television Series,Hacks,Hannah Einbinder,FALSE,,
2022,2023,80,Best Performance by an Actress in a Supporting Role in a Musical-Comedy or Drama Television Series,Ozark,Julia Garner,TRUE,,
2022,2023,80,Best Performance by an Actress in a Supporting Role in a Musical-Comedy or Drama Television Series,Abbott Elementary,Janelle James,FALSE,,
2022,2023,80,Best Performance by an Actress in a Supporting Role in a Musical-Comedy or Drama Television Series,Abbott Elementary,Sheryl Lee Ralph,FALSE,,
2022,2023,80,Best Performance by an Actor in a Supporting Role in a Musical-Comedy or Drama Television Series,The Old Man,John Lithgow,FALSE,,
2022,2023,80,Best Performance by an Actor in a Supporting Role in a Musical-Comedy or Drama Television Series,The Crown,Jonathan Pryce,FALSE,,
2022,2023,80,Best Performance by an Actor in a Supporting Role in a Musical-Comedy or Drama Television Series,Severance,John Turturro,FALSE,,
2022,2023,80,Best Performance by an Actor in a Supporting Role in a Musical-Comedy or Drama Television Series,Abbott Elementary,Tyler James Williams,TRUE,,
2022,2023,80,Best Performance by an Actor in a Supporting Role in a Musical-Comedy or Drama Television Series,Barry,Henry Winkler,FALSE,,
2022,2023,80,Carol Burnett Award,,Ryan Murphy,TRUE,,
2022,2023,80,Cecil B. deMille Award,,Eddie Murphy,TRUE,,
2023,2024,81,Best Director - Motion Picture,Maestro,Bradley Cooper,FALSE,,
2023,2024,81,Best Director - Motion Picture,Barbie,Greta Gerwig,FALSE,,
2023,2024,81,Best Director - Motion Picture,Poor Things,Yorgos Lanthimos,FALSE,,
2023,2024,81,Best Director - Motion Picture,Oppenheimer,Christopher Nolan,TRUE,,
2023,2024,81,Best Director - Motion Picture,Killers of the Flower Moon,Martin Scorcese,FALSE,,
2023,2024,81,Best Director - Motion Picture,Past Lives,Celine Song,FALSE,,
2023,2024,81,Best Motion Picture - Animated,The Boy and the Heron,,TRUE,,
2023,2024,81,Best Motion Picture - Animated,Elemental,,FALSE,,
2023,2024,81,Best Motion Picture - Animated,Spider-Man: Across the Spider-Verse,,FALSE,,
2023,2024,81,Best Motion Picture - Animated,The Super Mario Bros. Movie,,FALSE,,
2023,2024,81,Best Motion Picture - Animated,Suzume,,FALSE,,
2023,2024,81,Best Motion Picture - Animated,Wish,,FALSE,,
2023,2024,81,Best Motion Picture - Drama,Oppenheimer,,TRUE,,
2023,2024,81,Best Motion Picture - Drama,Killers of the Flower Moon,,FALSE,,
2023,2024,81,Best Motion Picture - Drama,Maestro,,FALSE,,
2023,2024,81,Best Motion Picture - Drama,Past Lives,,FALSE,,
2023,2024,81,Best Motion Picture - Drama,The Zone of Interest,,FALSE,,
2023,2024,81,Best Motion Picture - Drama,Anatomy of a Fall,,FALSE,,
2023,2024,81,Best Motion Picture - Foreign Language,Anatomy of a Fall,,TRUE,,France
2023,2024,81,Best Motion Picture - Foreign Language,Fallen Leaves,,FALSE,,Finland
2023,2024,81,Best Motion Picture - Foreign Language,Io Capitano,,FALSE,,Italy
2023,2024,81,Best Motion Picture - Foreign Language,Past Lives,,FALSE,,United States
2023,2024,81,Best Motion Picture - Foreign Language,Society of the Snow,,FALSE,,Spain
2023,2024,81,Best Motion Picture - Foreign Language,The Zone of Interest,,FALSE,,United Kingdom
2023,2024,81,Best Motion Picture - Musical or Comedy,Barbie,,FALSE,,
2023,2024,81,Best Motion Picture - Musical or Comedy,Poor Things,,TRUE,,
2023,2024,81,Best Motion Picture - Musical or Comedy,American Fiction,,FALSE,,
2023,2024,81,Best Motion Picture - Musical or Comedy,The Holdovers,,FALSE,,
2023,2024,81,Best Motion Picture - Musical or Comedy,May December,,FALSE,,
2023,2024,81,Best Motion Picture - Musical or Comedy,Air,,FALSE,,
2023,2024,81,Best Original Score - Motion Picture,Oppenheimer,Ludwig Göransson,TRUE,,
2023,2024,81,Best Original Score - Motion Picture,Poor Things,Jerskin Fendrix,FALSE,,
2023,2024,81,Best Original Score - Motion Picture,Killers of the Flower Moon,Robbie Robertson,FALSE,,
2023,2024,81,Best Original Score - Motion Picture,The Zone of Interest,Mica Levi,FALSE,,
2023,2024,81,Best Original Score - Motion Picture,Spider-Man: Across the Spider-Verse,Daniel Pemberton,FALSE,,
2023,2024,81,Best Original Score - Motion Picture,The Boy and the Heron,Joe Hisaishi,FALSE,,
2023,2024,81,Best Original Song - Motion Picture,Barbie,Billie Eilish,TRUE,"""What Was I Made For?""",
2023,2024,81,Best Original Song - Motion Picture,Barbie,Finneas O'Connell,TRUE,"""What Was I Made For?""",
2023,2024,81,Best Original Song - Motion Picture,Barbie,Caroline Ailin,FALSE,"""Dance the Night""",
2023,2024,81,Best Original Song - Motion Picture,Barbie,Dua Lipa,FALSE,"""Dance the Night""",
2023,2024,81,Best Original Song - Motion Picture,Barbie,Mark Ronson,FALSE,"""Dance the Night""",
2023,2024,81,Best Original Song - Motion Picture,Barbie,Andrew Wyatt,FALSE,"""Dance the Night""",
2023,2024,81,Best Original Song - Motion Picture,She Came to Me,Bruce Springsteen,FALSE,"""Addicted to Romance""",
2023,2024,81,Best Original Song - Motion Picture,She Came to Me,Patti Scialfa,FALSE,"""Addicted to Romance""",
2023,2024,81,Best Original Song - Motion Picture,The Super Mario Bros. Movie,Jack Black,FALSE,"""Peaches""",
2023,2024,81,Best Original Song - Motion Picture,The Super Mario Bros. Movie,Aaron Horvath,FALSE,"""Peaches""",
2023,2024,81,Best Original Song - Motion Picture,The Super Mario Bros. Movie,Michael Jelenic,FALSE,"""Peaches""",
2023,2024,81,Best Original Song - Motion Picture,The Super Mario Bros. Movie,Eric Osmond,FALSE,"""Peaches""",
2023,2024,81,Best Original Song - Motion Picture,The Super Mario Bros. Movie,John Spiker,FALSE,"""Peaches""",
2023,2024,81,Best Original Song - Motion Picture,Barbie,Mark Ronson,FALSE,"""I'm Just Ken""",
2023,2024,81,Best Original Song - Motion Picture,Barbie,Andrew Wyatt,FALSE,"""I'm Just Ken""",
2023,2024,81,Best Original Song - Motion Picture,Rustin,Lenny Kravitz,FALSE,"""Road to Freedom""",
2023,2024,81,"Best Performance by an Actor in a Limited Series, Anthology Series or a Motion Picture Made for Television",Fellow Travelers,Matt Bomer,FALSE,,
2023,2024,81,"Best Performance by an Actor in a Limited Series, Anthology Series or a Motion Picture Made for Television",Daisy Jones & the Six,Sam Claflin,FALSE,,
2023,2024,81,"Best Performance by an Actor in a Limited Series, Anthology Series or a Motion Picture Made for Television",Fargo,Jon Hamm,FALSE,,
2023,2024,81,"Best Performance by an Actor in a Limited Series, Anthology Series or a Motion Picture Made for Television",White House Plumbers,Woody Harrelson,FALSE,,
2023,2024,81,"Best Performance by an Actor in a Limited Series, Anthology Series or a Motion Picture Made for Television",Lawmen: Bass Reeves,David Oyelowo,FALSE,,
2023,2024,81,"Best Performance by an Actor in a Limited Series, Anthology Series or a Motion Picture Made for Television",Beef,Steven Yeun,TRUE,,
2023,2024,81,Best Performance by an Actor in a Motion Picture - Drama,Maestro,Bradley Cooper,FALSE,,
2023,2024,81,Best Performance by an Actor in a Motion Picture - Drama,Oppenheimer,Cillian Murphy,TRUE,,
2023,2024,81,Best Performance by an Actor in a Motion Picture - Drama,Killers of the Flower Moon,Leonardo diCaprio,FALSE,,
2023,2024,81,Best Performance by an Actor in a Motion Picture - Drama,Rustin,Colman Domingo,FALSE,,
2023,2024,81,Best Performance by an Actor in a Motion Picture - Drama,All of Us Strangers,Andrew Scott,FALSE,,
2023,2024,81,Best Performance by an Actor in a Motion Picture - Drama,Saltburn,Barry Keoghan,FALSE,,
2023,2024,81,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Dream Scenario,Nicholas Cage,FALSE,,
2023,2024,81,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Wonka,Timothée Chalamet,FALSE,,
2023,2024,81,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Air,Matt Damon,FALSE,,
2023,2024,81,Best Performance by an Actor in a Motion Picture - Musical or Comedy,The Holdovers,Paul Giamatti,TRUE,,
2023,2024,81,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Beau Is Afraid,Joaquin Phoenix,FALSE,,
2023,2024,81,Best Performance by an Actor in a Motion Picture - Musical or Comedy,American Fiction,Jeffrey Wright,FALSE,,
2023,2024,81,Best Performance by an Actor in a Supporting Role in any Motion Picture,Poor Things,Willem Dafoe,FALSE,,
2023,2024,81,Best Performance by an Actor in a Supporting Role in any Motion Picture,Killers of the Flower Moon,Robert deNiro,FALSE,,
2023,2024,81,Best Performance by an Actor in a Supporting Role in any Motion Picture,Oppenheimer,"Robert Downey, Jr.",TRUE,,
2023,2024,81,Best Performance by an Actor in a Supporting Role in any Motion Picture,Barbie,Ryan Gosling,FALSE,,
2023,2024,81,Best Performance by an Actor in a Supporting Role in any Motion Picture,May December,Charles Melton,FALSE,,
2023,2024,81,Best Performance by an Actor in a Supporting Role in any Motion Picture,Poor Things,Mark Ruffalo,FALSE,,
2023,2024,81,Best Performance by an Actor In A Television Series - Drama,The Last of Us,Pedro Pascal,FALSE,,
2023,2024,81,Best Performance by an Actor In A Television Series - Drama,Succession,Kieran Culkin,TRUE,,
2023,2024,81,Best Performance by an Actor In A Television Series - Drama,Succession,Jeremy Strong,FALSE,,
2023,2024,81,Best Performance by an Actor In A Television Series - Drama,Succession,Brian Cox,FALSE,,
2023,2024,81,Best Performance by an Actor In A Television Series - Drama,Slow Horses,Gary Oldman,FALSE,,
2023,2024,81,Best Performance by an Actor In A Television Series - Drama,The Crown,Dominic West,FALSE,,
